sales_id,date,time,shopping_cart,price,parcel_size,Customer_lat,Customer_long,isLoyaltyProgram,nearest_storehouse_id,nearest_storehouse,dist_to_nearest_storehouse,delivery_cost
ORD0069583,02/10/2018,19:52:37,"[('sofa', 2), ('bed', 4), ('Chair', 3), ('mattress', 1), ('Study_table', 1), ('wardrobe', 4), ('side_table', 4)]",4344.84,large,-37.83566,145.43806999999998,0,4,Sunshine,46.23,6.0615000000000006
ORD0020126,29/06/2018,14:34:43,"[('Study_table', 4), ('side_table', 3), ('wardrobe', 4), ('Dining_table', 2), ('mattress', 3), ('sofa', 4), ('bed', 2), ('Chair', 3)]",5587.34,large,-38.18347,145.86623,0,4,Sunshine,93.15,5.7825000000000015
ORD0015888,10/03/2021,11:39:47,"[('sofa', 4), ('wardrobe', 4), ('Chair', 3), ('mattress', 2), ('Dining_table', 2), ('bed', 2)]",4678.42,medium,-38.28869,144.66109,1,2,Footscray,60.74,19.201500000000006
ORD0026286,15/06/2018,02:39:10,"[('wardrobe', 1), ('Chair', 4), ('Study_table', 1), ('bed', 3)]",1856.47,small,-37.65586,144.50724,0,2,Footscray,46.21,17.896500000000003
ORD0070222,26/10/2021,17:42:32,"[('mattress', 1), ('Dining_table', 1), ('bed', 1)]",962.59,small,-38.29672,145.03353,1,4,Sunshine,54.77,6.916500000000001
ORD0042462,16/02/2020,05:40:07,"[('sofa', 4), ('side_table', 3), ('Chair', 2), ('wardrobe', 2), ('mattress', 1), ('Dining_table', 1)]",2830.72,medium,-37.95395,145.85308999999998,0,4,Sunshine,84.01,5.2425000000000015
ORD0008355,05/10/2020,16:26:25,"[('bed', 1), ('mattress', 3), ('side_table', 3), ('Study_table', 4), ('Dining_table', 2)]",2452.18,medium,-37.59344,145.34638,1,4,Sunshine,45.34,5.7015
ORD0016224,03/09/2020,01:13:15,"[('Study_table', 3), ('sofa', 1), ('Dining_table', 4)]",993.7,small,-38.33736,145.52215,1,4,Sunshine,79.0,6.277500000000002
ORD0003307,01/08/2018,19:23:09,"[('bed', 4), ('side_table', 3), ('sofa', 1), ('mattress', 4), ('Dining_table', 3), ('Chair', 3)]",4497.74,medium,-38.489470000000004,145.27676,0,4,Sunshine,81.63,5.6115
ORD0094941,18/04/2019,19:34:16,"[('sofa', 3), ('Chair', 3), ('Dining_table', 1), ('bed', 3), ('mattress', 1)]",3012.5,medium,-38.34142,146.15091999999999,1,4,Sunshine,123.27,6.9795
ORD0093252,23/03/2018,02:26:05,"[('wardrobe', 1), ('Study_table', 2), ('Chair', 3)]",693.5,small,-38.31244,145.80274,0,4,Sunshine,95.67,5.7285
ORD0097289,20/09/2021,02:43:16,"[('bed', 4), ('sofa', 4), ('wardrobe', 1), ('Chair', 3), ('side_table', 4)]",3634.96,medium,-37.81876,144.84364,0,2,Footscray,13.35,18.967500000000005
ORD0034742,08/09/2021,05:34:02,"[('side_table', 4), ('Chair', 4), ('mattress', 4), ('wardrobe', 3), ('bed', 1), ('Study_table', 3)]",3884.69,medium,-37.74987,145.62142,1,4,Sunshine,62.7,5.9265
ORD0012444,10/12/2019,11:10:16,"[('Study_table', 4), ('sofa', 4), ('bed', 2), ('side_table', 2), ('Dining_table', 1)]",2619.22,medium,-38.01035,144.49501999999998,0,2,Footscray,49.21,17.608500000000006
ORD0063082,21/10/2019,06:30:18,"[('mattress', 2), ('wardrobe', 2), ('side_table', 4), ('sofa', 2), ('Chair', 4), ('Dining_table', 4)]",3179.88,medium,-37.439240000000005,144.58898,1,2,Footscray,54.59,17.7615
ORD0096636,12/06/2020,23:44:28,"[('Dining_table', 1), ('mattress', 3), ('side_table', 2)]",1622.79,small,-37.51238,145.89083,1,4,Sunshine,92.4,5.8905
ORD0039036,18/01/2019,06:18:51,"[('bed', 2), ('Chair', 1), ('Dining_table', 2), ('Study_table', 2), ('side_table', 2), ('mattress', 4)]",3200.48,medium,-37.69742,144.93871000000001,0,3,St. Kilda,13.76,25.2819
ORD0010417,20/02/2018,09:13:26,"[('wardrobe', 3), ('mattress', 4), ('Dining_table', 4)]",3168.44,small,-37.91789,144.84242,0,2,Footscray,18.0,17.2845
ORD0039414,31/10/2021,15:40:30,"[('sofa', 3), ('Dining_table', 1), ('bed', 4), ('wardrobe', 4), ('Study_table', 2), ('side_table', 4), ('Chair', 1), ('mattress', 1)]",4687.48,large,-38.10733,145.45578,0,4,Sunshine,57.76,23.329500000000003
ORD0050394,25/08/2021,08:58:52,"[('Study_table', 2), ('mattress', 3), ('Chair', 2)]",1735.71,small,-37.979820000000004,144.76315,1,2,Footscray,27.77,18.1485
ORD0000986,19/07/2018,01:32:54,"[('Chair', 2), ('bed', 1), ('Study_table', 2), ('wardrobe', 1), ('Dining_table', 2)]",1205.34,medium,-37.73744,144.68597,0,2,Footscray,28.35,18.418500000000005
ORD0001081,26/10/2020,19:07:42,"[('Dining_table', 1), ('side_table', 2), ('bed', 3)]",1355.22,small,-38.32618,144.78346000000002,1,2,Footscray,60.32,18.445500000000006
ORD0002695,31/12/2021,12:38:45,"[('wardrobe', 1), ('mattress', 4), ('Chair', 1), ('sofa', 2), ('side_table', 4)]",3134.34,medium,-38.05055,144.93153,1,2,Footscray,27.33,17.797500000000007
ORD0035519,14/08/2020,15:01:24,"[('Study_table', 1), ('bed', 1), ('Dining_table', 1), ('Chair', 1), ('wardrobe', 2), ('side_table', 2)]",1316.41,medium,-38.15193,145.08938,1,4,Sunshine,40.7,6.988500000000001
ORD0095759,23/11/2020,15:03:06,"[('mattress', 1), ('sofa', 1), ('wardrobe', 4), ('Study_table', 4), ('Dining_table', 4), ('Chair', 3), ('bed', 3), ('side_table', 4)]",4277.64,large,-38.10398,145.89808,1,4,Sunshine,92.25,6.0345
ORD0038374,25/11/2019,14:07:25,"[('wardrobe', 1), ('Study_table', 3), ('side_table', 3)]",647.74,small,-38.12637,145.17595,0,4,Sunshine,41.76,6.8355000000000015
ORD0095241,24/05/2018,19:48:19,"[('side_table', 2), ('Chair', 3), ('mattress', 4), ('wardrobe', 4), ('Dining_table', 3)]",3708.3,medium,-38.05535,145.75226,0,4,Sunshine,78.4,6.3855
ORD0087650,19/05/2019,12:34:46,"[('side_table', 2), ('Chair', 4), ('Study_table', 4), ('bed', 4), ('mattress', 3)]",3685.67,medium,-38.179759999999995,145.85012,1,4,Sunshine,91.7,7.0965
ORD0089329,26/06/2021,05:37:10,"[('sofa', 1), ('wardrobe', 4), ('bed', 1)]",1849.09,small,-38.001490000000004,146.15784,0,4,Sunshine,111.24,6.3315
ORD0027266,16/01/2018,13:52:36,"[('Study_table', 1), ('wardrobe', 2), ('mattress', 2), ('side_table', 3), ('bed', 3), ('Chair', 2), ('sofa', 2)]",3731.04,large,-37.503190000000004,145.65984,0,4,Sunshine,74.29,5.440500000000001
ORD0063604,29/12/2020,02:15:20,"[('bed', 4), ('Chair', 4), ('Study_table', 3), ('mattress', 1), ('side_table', 2), ('sofa', 2), ('wardrobe', 3), ('Dining_table', 1)]",4305.76,large,-37.57848,145.63474,0,4,Sunshine,68.71,6.0165000000000015
ORD0051896,11/11/2021,17:02:58,"[('Chair', 3), ('sofa', 2), ('Study_table', 3), ('mattress', 2)]",2104.77,small,-37.54508,145.68993999999998,0,4,Sunshine,74.64,6.2685
ORD0044932,22/07/2019,00:17:33,"[('side_table', 3), ('sofa', 1), ('bed', 3), ('Chair', 4)]",1991.9,small,-37.52919,145.7772,1,4,Sunshine,82.41,6.0255
ORD0017204,03/03/2019,00:13:29,"[('sofa', 4), ('Dining_table', 2), ('bed', 1), ('Chair', 2)]",2137.4,small,-38.414809999999996,145.72198,1,4,Sunshine,97.39,6.5385
ORD0092451,02/10/2020,00:19:18,"[('Dining_table', 3), ('wardrobe', 2), ('bed', 4)]",2420.2,small,-37.52375,145.34264,0,4,Sunshine,49.71,6.772500000000001
ORD0034836,28/06/2018,04:18:25,"[('side_table', 4), ('sofa', 3), ('Study_table', 1), ('bed', 4), ('mattress', 2)]",3760.16,medium,-38.33818,145.36468,0,4,Sunshine,70.5,34.8735
ORD0099429,09/04/2021,00:37:09,"[('Dining_table', 3), ('bed', 1), ('sofa', 2), ('wardrobe', 4)]",2517.26,small,-37.572990000000004,145.51211999999998,1,4,Sunshine,59.15,6.4575
ORD0086064,08/03/2018,04:48:54,"[('bed', 3), ('sofa', 1), ('wardrobe', 2)]",2049.09,small,-38.29489,145.89502,0,4,Sunshine,101.32,6.6735
ORD0085564,30/08/2019,06:28:09,"[('sofa', 4), ('Study_table', 2), ('wardrobe', 2), ('Chair', 3), ('bed', 3), ('side_table', 2)]",3579.04,medium,-38.30308,144.66636,1,2,Footscray,61.93,18.5895
ORD0092492,21/04/2019,04:36:43,"[('Dining_table', 2), ('wardrobe', 4), ('bed', 4), ('Chair', 3), ('sofa', 3), ('Study_table', 1), ('mattress', 1), ('side_table', 3)]",4853.5,large,-37.55903,145.34624,0,4,Sunshine,47.51,6.844500000000001
ORD0044468,06/12/2019,12:14:45,"[('side_table', 3), ('Chair', 2), ('sofa', 4), ('Dining_table', 2), ('wardrobe', 3), ('bed', 1)]",3133.01,medium,-37.657140000000005,144.91023,1,3,St. Kilda,18.79,24.1029
ORD0039564,13/05/2018,07:42:31,"[('bed', 3), ('sofa', 2), ('side_table', 4)]",2024.54,small,-37.42138,144.47626,1,2,Footscray,62.9,19.1115
ORD0007817,11/08/2018,07:59:27,"[('Dining_table', 2), ('mattress', 2), ('sofa', 2)]",1840.32,small,-37.898720000000004,145.19106000000002,1,4,Sunshine,26.23,7.1055
ORD0061201,15/11/2019,20:49:36,"[('sofa', 3), ('Chair', 3), ('Dining_table', 1), ('Study_table', 1), ('mattress', 4)]",3352.06,medium,-37.53154,144.56922,0,2,Footscray,48.63,18.661500000000004
ORD0081279,25/05/2018,10:53:39,"[('bed', 2), ('Dining_table', 3), ('Study_table', 2), ('mattress', 3), ('Chair', 3), ('wardrobe', 1)]",3199.35,medium,-38.12549,145.55906000000002,0,4,Sunshine,66.45,6.7275
ORD0021505,31/08/2019,01:11:32,"[('Dining_table', 2), ('Study_table', 3), ('side_table', 4), ('Chair', 2)]",813.29,small,-37.85668,145.64131,1,4,Sunshine,64.18,7.3035
ORD0030308,15/03/2021,15:41:23,"[('Chair', 4), ('side_table', 1), ('sofa', 1), ('wardrobe', 4), ('mattress', 3)]",3287.25,medium,-37.57922,145.28768,0,4,Sunshine,42.05,6.7275
ORD0026563,06/02/2019,22:18:58,"[('Study_table', 2), ('side_table', 4), ('wardrobe', 4), ('Chair', 3)]",1739.06,small,-38.47996,145.46247,0,4,Sunshine,88.34,5.791500000000001
ORD0031734,06/01/2020,14:28:07,"[('bed', 1), ('Dining_table', 1), ('wardrobe', 4), ('sofa', 1), ('mattress', 2), ('Study_table', 1), ('side_table', 2)]",3072.76,large,-37.90688,145.91991000000002,1,4,Sunshine,89.05,5.314500000000002
ORD0081379,10/01/2019,18:39:36,"[('mattress', 3), ('sofa', 1), ('wardrobe', 2), ('Chair', 4), ('Study_table', 1)]",2745.45,medium,-37.51599,145.09079,0,4,Sunshine,36.62,5.773500000000001
ORD0098323,14/03/2019,10:54:16,"[('Dining_table', 2), ('mattress', 2), ('Chair', 2), ('bed', 1), ('Study_table', 1), ('side_table', 4)]",1993.45,medium,-38.11353,146.03342,1,4,Sunshine,103.77,6.0615000000000006
ORD0095175,31/03/2021,19:52:35,"[('sofa', 3), ('Dining_table', 1), ('wardrobe', 2), ('Chair', 1), ('Study_table', 1)]",1853.06,medium,-37.61258,145.76158,1,4,Sunshine,77.96,7.213500000000002
ORD0063654,27/03/2020,18:46:27,"[('Study_table', 1), ('mattress', 3), ('bed', 1), ('Dining_table', 3), ('wardrobe', 3), ('sofa', 4), ('Chair', 1), ('side_table', 4)]",4688.64,large,-37.44829,144.97672,0,0,Clayton,41.18,17.424000000000003
ORD0018819,14/02/2018,04:39:16,"[('Chair', 4), ('mattress', 2), ('side_table', 2), ('Dining_table', 3), ('bed', 1), ('wardrobe', 2), ('sofa', 4), ('Study_table', 4)]",4319.28,large,-38.08578,144.91275,1,2,Footscray,31.51,17.266500000000004
ORD0033803,29/11/2019,13:08:56,"[('mattress', 4), ('side_table', 4), ('Study_table', 1), ('bed', 1), ('wardrobe', 3), ('Dining_table', 2)]",3603.03,medium,-38.37777,144.51851000000002,0,2,Footscray,75.67,17.518500000000003
ORD0026786,08/12/2021,21:22:51,"[('mattress', 3), ('wardrobe', 3), ('bed', 4), ('Dining_table', 2), ('side_table', 1), ('Chair', 4), ('Study_table', 1), ('sofa', 4)]",5842.59,large,-38.114329999999995,145.65266,1,4,Sunshine,73.0,6.7635000000000005
ORD0044456,16/12/2019,01:43:10,"[('Chair', 2), ('Study_table', 1), ('sofa', 4), ('wardrobe', 1), ('bed', 3), ('mattress', 1), ('side_table', 3)]",3656.99,large,-38.37334,144.50026,0,2,Footscray,76.16,17.4375
ORD0035418,01/10/2019,03:25:37,"[('wardrobe', 3), ('sofa', 1), ('Chair', 3), ('mattress', 2), ('side_table', 1), ('Dining_table', 3), ('bed', 3), ('Study_table', 3)]",4135.43,large,-38.24756,146.0675,1,4,Sunshine,112.09,5.8725000000000005
ORD0056883,22/12/2021,08:26:09,"[('sofa', 2), ('Study_table', 4), ('Chair', 3), ('side_table', 4)]",1434.34,small,-38.11092,144.6846,0,2,Footscray,43.14,17.860500000000005
ORD0007176,29/07/2020,19:18:41,"[('Dining_table', 3), ('sofa', 4), ('wardrobe', 4)]",2814.32,small,-37.88192,146.09228000000002,0,4,Sunshine,103.87,6.7635000000000005
ORD0033471,14/11/2021,16:55:58,"[('Chair', 1), ('Study_table', 2), ('wardrobe', 2), ('sofa', 3), ('bed', 1), ('mattress', 3), ('Dining_table', 4), ('side_table', 4)]",4248.78,large,-37.498509999999996,146.18825,1,4,Sunshine,117.64,6.8085
ORD0099256,29/07/2021,10:42:26,"[('sofa', 1), ('Dining_table', 4), ('mattress', 3), ('bed', 4), ('Chair', 4), ('wardrobe', 4), ('Study_table', 2), ('side_table', 1)]",5397.15,large,-38.415009999999995,144.67401999999998,0,2,Footscray,72.91,17.1045
ORD0076237,20/12/2019,15:42:48,"[('wardrobe', 4), ('Dining_table', 1), ('Study_table', 3), ('Chair', 1), ('mattress', 4), ('side_table', 2)]",3526.75,medium,-38.31542,144.62448,0,2,Footscray,64.9,16.933500000000002
ORD0061384,19/08/2019,01:12:07,"[('mattress', 1), ('Chair', 1), ('wardrobe', 1), ('Dining_table', 2), ('Study_table', 4), ('bed', 4)]",2876.99,medium,-37.908359999999995,144.48528000000002,1,2,Footscray,46.09,17.797500000000007
ORD0066398,05/10/2020,00:38:43,"[('bed', 1), ('side_table', 3), ('mattress', 3), ('Chair', 2), ('sofa', 4), ('Dining_table', 1), ('wardrobe', 4), ('Study_table', 4)]",5006.66,large,-38.05131,145.19491000000002,1,4,Sunshine,36.23,6.4935
ORD0079199,17/02/2021,08:25:21,"[('Study_table', 1), ('Chair', 1), ('Dining_table', 3), ('sofa', 1), ('mattress', 1), ('side_table', 1), ('wardrobe', 1)]",1632.34,large,-37.43849,144.87325,1,0,Clayton,43.11,15.066000000000004
